player_name,stat_type,line,predicted_value,confidence_score,volatility_score,recommendation,bbref_id,timestamp,line_diff,abs_diff,trap_type,trap_probability,detection_method,line_intent,action_required,reason,extracted_date,cycle_phase,cycle_risk_tag,perf_trend,corrected_risk_tag,adv_phase,adv_risk_tag,adv_modifier,adv_confidence,adjusted_prediction,actual_result
Aliyah Boston,Points,14.5,13.9,0.0,0.5,EXCELLENT,bostoal01w,2025-06-17T11:02:51.557909,0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,14.6,15.3
Aliyah Boston,Assists,3.5,4.1,0.0,0.5,EXCELLENT,bostoal01w,2025-06-17T11:02:51.609963,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,4.3,2.5
Rhyne Howard,Assists,4.0,4.6,0.0,0.5,EXCELLENT,howarrh01w,2025-06-17T11:02:51.671076,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,4.8,9.5
Brionna Jones,Rebounds,8.0,8.6,0.0,0.5,EXCELLENT,jonesbr01w,2025-06-17T11:02:51.823625,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,8.8,10.0
Breanna Stewart,Rebounds,6.0,5.4,0.0,0.5,EXCELLENT,stewabr01w,2025-06-17T11:02:51.878135,0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,5.5,2.5
Sabrina Ionescu,Assists,4.5,5.1,0.0,0.5,EXCELLENT,ionessa01w,2025-06-17T11:02:51.894936,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,TARGET_LATE_FOLLICULAR,1.02,0.65,5.2,6.8
Jonquel Jones,Rebounds,10.0,9.4,0.0,0.5,EXCELLENT,jonesjo01w,2025-06-17T11:02:51.960510,0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,NEUTRAL,1.0,TARGET_LUTEAL,follicular,NEUTRAL,1.013,0.5,9.5,7.1
Natasha Cloud,Pts+Asts,14.5,15.1,0.0,0.5,EXCELLENT,cloudna01w,2025-06-17T11:02:52.006221,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,15.9,17.9
Natasha Cloud,Assists,5.5,6.1,0.0,0.5,EXCELLENT,cloudna01w,2025-06-17T11:02:52.010699,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,6.4,9.3
Chelsea Gray,Points,14.5,15.1,0.0,0.5,EXCELLENT,grayych01w,2025-06-17T11:02:52.212614,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,FADE_EARLY_MENSTRUAL,0.95,0.6,14.3,12.2
Chelsea Gray,Rebounds,3.5,4.1,0.0,0.5,EXCELLENT,grayych01w,2025-06-17T11:02:52.236105,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,FADE_EARLY_MENSTRUAL,0.95,0.6,3.9,6.3
Courtney Williams,Points,10.5,11.1,0.0,0.5,EXCELLENT,willico01w,2025-06-17T11:02:52.313346,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,11.3,12.3
Veronica Burton,Rebounds,3.5,4.1,0.0,0.5,EXCELLENT,burtove01w,2025-06-17T11:02:52.561696,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,4.2,6.3
Veronica Burton,Assists,6.0,5.4,0.0,0.5,EXCELLENT,burtove01w,2025-06-17T11:02:52.572007,0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,5.5,10.2
Ariel Atkins,Points,13.5,12.9,0.0,0.5,EXCELLENT,atkinar01w,2025-06-17T11:02:52.705175,0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,13.5,12.9
Kamilla Cardoso,Points,11.5,10.9,0.0,0.5,EXCELLENT,cardoka01w,2025-06-17T11:02:52.744355,0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,STRONG_TARGET_LUTEAL,1.05,0.75,11.4,9.5
Dearica Hamby,Rebs+Asts,12.5,11.9,0.0,0.5,EXCELLENT,hambyde01w,2025-06-17T11:02:52.946201,0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,12.1,9.9
Nneka Ogwumike,Rebounds,8.0,8.6,0.0,0.5,EXCELLENT,ogwumnn01w,2025-06-17T11:02:53.026222,-0.5999999999999996,0.5999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,STRONG_TARGET_LUTEAL,1.05,0.75,9.0,7.0
Jewell Loyd,Assists,1.5,2.1,0.0,0.5,EXCELLENT,loyddje01w,2025-06-17T11:02:52.187153,-0.6000000000000001,0.6000000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,TARGET_LATE_FOLLICULAR,1.02,0.65,2.1,1.9
Chelsea Gray,3-PT Made,1.5,2.1,0.0,0.5,EXCELLENT,grayych01w,2025-06-17T11:02:52.222330,-0.6000000000000001,0.6000000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,FADE_EARLY_MENSTRUAL,0.95,0.6,2.0,2.9
Jackie Young,3-PT Made,2.5,1.9,0.0,0.5,EXCELLENT,youngja01w,2025-06-17T11:02:52.289314,0.6000000000000001,0.6000000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,2.0,2.7
Ariel Atkins,Assists,2.5,3.1,0.0,0.5,EXCELLENT,atkinar01w,2025-06-17T11:02:52.715251,-0.6000000000000001,0.6000000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,3.3,5.4
Marina Mabrey,Pts+Rebs+Asts,26.0,26.6,0.0,0.5,EXCELLENT,mabrema01w,2025-06-17T11:02:51.466012,-0.6000000000000014,0.6000000000000014,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,27.9,27.9
Caitlin Clark,Points,20.5,21.1,0.0,0.5,EXCELLENT,clarkca01w,2025-06-17T11:02:51.489769,-0.6000000000000014,0.6000000000000014,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,NEUTRAL,0.95,0.5,20.0,23.6
Napheesa Collier,Points,25.5,26.1,0.0,0.5,EXCELLENT,collina01w,2025-06-17T11:02:52.038759,-0.6000000000000014,0.6000000000000014,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,NEUTRAL,0.95,0.5,24.8,24.1
Skylar Diggins,Pts+Asts,23.5,24.1,0.0,0.5,EXCELLENT,diggisk01w,2025-06-17T11:02:52.999933,-0.6000000000000014,0.6000000000000014,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,25.3,32.1
Paige Bueckers,Assists,5.5,6.12,0.0,0.5,EXCELLENT,bueckpa01w,2025-06-17T11:02:52.435327,-0.6200000000000001,0.6200000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,6.4,8.0
Paige Bueckers,Points,18.0,17.38,0.0,0.5,EXCELLENT,bueckpa01w,2025-06-17T11:02:52.439090,0.620000000000001,0.620000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,18.2,16.1
Paige Bueckers,Pts+Rebs,22.5,21.88,0.0,0.5,EXCELLENT,bueckpa01w,2025-06-17T11:02:52.443339,0.620000000000001,0.620000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,23.0,20.3
Brionna Jones,Points,12.0,12.7,0.0,0.5,EXCELLENT,jonesbr01w,2025-06-17T11:02:51.821524,-0.6999999999999993,0.6999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,13.0,14.2
Courtney Williams,Pts+Rebs+Asts,20.5,21.2,0.0,0.5,EXCELLENT,willico01w,2025-06-17T11:02:52.347096,-0.6999999999999993,0.6999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,21.6,21.0
Alanna Smith,Points,9.5,10.2,0.0,0.5,EXCELLENT,smithal01w,2025-06-17T11:02:52.371463,-0.6999999999999993,0.6999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,FADE_LUTEAL,1.0,TARGET_LUTEAL,luteal,TARGET_LUTEAL,1.05,0.65,10.7,12.5
Kayla Thornton,Pts+Rebs,22.5,21.8,0.0,0.5,EXCELLENT,thornka01w,2025-06-17T11:02:52.511563,0.6999999999999993,0.6999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,22.2,23.4
Angel Reese,Pts+Rebs+Asts,26.5,25.8,0.0,0.5,EXCELLENT,reesean01w,2025-06-17T11:02:52.651969,0.6999999999999993,0.6999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,26.3,26.1
Angel Reese,Pts+Rebs,23.0,22.3,0.0,0.5,EXCELLENT,reesean01w,2025-06-17T11:02:52.678013,0.6999999999999993,0.6999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,22.7,20.6
Kiki Iriafen,Points,14.5,13.8,0.0,0.5,EXCELLENT,iriafki01w,2025-06-17T11:02:52.789762,0.6999999999999993,0.6999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,NEUTRAL,0.95,0.5,13.1,9.3
Kiki Iriafen,Rebounds,10.5,9.8,0.0,0.5,EXCELLENT,iriafki01w,2025-06-17T11:02:52.799909,0.6999999999999993,0.6999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,NEUTRAL,0.95,0.5,9.3,8.2
Sonia Citron,Points,13.5,12.8,0.0,0.5,EXCELLENT,citroso01w,2025-06-17T11:02:52.818620,0.6999999999999993,0.6999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.033,0.5,13.2,15.3
Ezi Magbegor,Points,7.5,8.2,0.0,0.5,EXCELLENT,magbeez01w,2025-06-17T11:02:52.896072,-0.6999999999999993,0.6999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.085,0.65,8.9,9.4
Skylar Diggins,Points,18.5,17.8,0.0,0.5,EXCELLENT,diggisk01w,2025-06-17T11:02:52.981285,0.6999999999999993,0.6999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,18.7,15.6
Marina Mabrey,3-PT Made,3.5,2.8,0.0,0.5,EXCELLENT,mabrema01w,2025-06-17T11:02:51.407009,0.7000000000000002,0.7000000000000002,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,2.9,3.3
Marina Mabrey,Assists,4.5,3.8,0.0,0.5,EXCELLENT,mabrema01w,2025-06-17T11:02:51.439589,0.7000000000000002,0.7000000000000002,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,4.0,5.0
Marina Mabrey,Rebounds,4.5,5.2,0.0,0.5,EXCELLENT,mabrema01w,2025-06-17T11:02:51.445461,-0.7000000000000002,0.7000000000000002,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,5.5,3.3
Allisha Gray,3-PT Made,1.5,2.2,0.0,0.5,EXCELLENT,grayyal01w,2025-06-17T11:02:51.723294,-0.7000000000000002,0.7000000000000002,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,FADE_EARLY_MENSTRUAL,0.95,0.6,2.1,2.5
Allisha Gray,Rebounds,4.5,5.2,0.0,0.5,EXCELLENT,grayyal01w,2025-06-17T11:02:51.759629,-0.7000000000000002,0.7000000000000002,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,FADE_EARLY_MENSTRUAL,0.95,0.6,4.9,5.0
Brittney Griner,Rebounds,5.5,6.2,0.0,0.5,EXCELLENT,grinebr01w,2025-06-17T11:02:51.805317,-0.7000000000000002,0.7000000000000002,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,FADE_EARLY_MENSTRUAL,0.95,0.6,5.9,3.0
Sabrina Ionescu,3-PT Made,3.5,2.8,0.0,0.5,EXCELLENT,ionessa01w,2025-06-17T11:02:51.912020,0.7000000000000002,0.7000000000000002,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,TARGET_LATE_FOLLICULAR,1.02,0.65,2.9,3.8
Kayla McBride,3-PT Made,3.5,2.8,0.0,0.5,EXCELLENT,mcbrika01w,2025-06-17T11:02:52.094570,0.7000000000000002,0.7000000000000002,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,NEUTRAL,1.0,TARGET_LUTEAL,luteal,TARGET_LUTEAL,1.05,0.65,2.9,4.3
Kayla McBride,Assists,4.5,3.8,0.0,0.5,EXCELLENT,mcbrika01w,2025-06-17T11:02:52.133381,0.7000000000000002,0.7000000000000002,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,NEUTRAL,1.0,TARGET_LUTEAL,luteal,TARGET_LUTEAL,1.05,0.65,4.0,6.7
Jewell Loyd,Rebounds,3.5,4.2,0.0,0.5,EXCELLENT,loyddje01w,2025-06-17T11:02:52.165284,-0.7000000000000002,0.7000000000000002,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,TARGET_LATE_FOLLICULAR,1.02,0.65,4.3,6.9
Jackie Young,Assists,2.5,3.2,0.0,0.5,EXCELLENT,youngja01w,2025-06-17T11:02:52.292905,-0.7000000000000002,0.7000000000000002,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,3.4,0.0
Alanna Smith,Rebounds,5.0,4.3,0.0,0.5,EXCELLENT,smithal01w,2025-06-17T11:02:52.351212,0.7000000000000002,0.7000000000000002,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,FADE_LUTEAL,1.0,TARGET_LUTEAL,luteal,TARGET_LUTEAL,1.05,0.65,4.5,2.2
Arike Ogunbowale,Assists,5.5,4.8,0.0,0.5,EXCELLENT,ogunbar01w,2025-06-17T11:02:52.414170,0.7000000000000002,0.7000000000000002,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.016,0.5,4.9,6.2
Kamilla Cardoso,Rebounds,7.5,6.8,0.0,0.5,EXCELLENT,cardoka01w,2025-06-17T11:02:52.750243,0.7000000000000002,0.7000000000000002,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,STRONG_TARGET_LUTEAL,1.05,0.75,7.1,8.4
Napheesa Collier,Pts+Rebs+Asts,39.5,38.8,0.0,0.5,EXCELLENT,collina01w,2025-06-17T11:02:52.040772,0.7000000000000028,0.7000000000000028,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,NEUTRAL,0.95,0.5,36.9,38.2
Paige Bueckers,3-PT Made,0.5,1.25,0.0,0.5,EXCELLENT,bueckpa01w,2025-06-17T11:02:52.446965,-0.75,0.75,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,1.3,10.9
Lexie Hull,Rebounds,3.5,4.3,0.0,0.5,EXCELLENT,hulllle01w,2025-06-17T11:02:51.403793,-0.7999999999999998,0.7999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,4.5,5.9
Marina Mabrey,Assists,3.0,3.8,0.0,0.5,EXCELLENT,mabrema01w,2025-06-17T11:02:51.457608,-0.7999999999999998,0.7999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,4.0,6.8
Caitlin Clark,3-PT Made,2.5,3.3,0.0,0.5,EXCELLENT,clarkca01w,2025-06-17T11:02:51.526582,-0.7999999999999998,0.7999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,NEUTRAL,0.95,0.5,3.1,5.5
Rhyne Howard,3-PT Made,2.5,3.3,0.0,0.5,EXCELLENT,howarrh01w,2025-06-17T11:02:51.716877,-0.7999999999999998,0.7999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,3.5,5.1
Jackie Young,Assists,4.0,3.2,0.0,0.5,EXCELLENT,youngja01w,2025-06-17T11:02:52.266066,0.7999999999999998,0.7999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,3.4,2.6
Courtney Williams,Assists,6.5,5.7,0.0,0.5,EXCELLENT,willico01w,2025-06-17T11:02:52.334262,0.7999999999999998,0.7999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,5.8,7.7
Alanna Smith,Rebounds,3.5,4.3,0.0,0.5,EXCELLENT,smithal01w,2025-06-17T11:02:52.377594,-0.7999999999999998,0.7999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,FADE_LUTEAL,1.0,TARGET_LUTEAL,luteal,TARGET_LUTEAL,1.05,0.65,4.5,2.6
Gabby Williams,3-PT Made,1.5,2.3,0.0,0.5,EXCELLENT,williga01w,2025-06-17T11:02:52.837912,-0.7999999999999998,0.7999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,TARGET_LATE_FOLLICULAR,1.02,0.65,2.3,1.7
Gabby Williams,Assists,3.5,4.3,0.0,0.5,EXCELLENT,williga01w,2025-06-17T11:02:52.856208,-0.7999999999999998,0.7999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,TARGET_LATE_FOLLICULAR,1.02,0.65,4.4,3.2
Dearica Hamby,Assists,3.5,4.3,0.0,0.5,EXCELLENT,hambyde01w,2025-06-17T11:02:52.952265,-0.7999999999999998,0.7999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,4.4,4.6
Skylar Diggins,Assists,5.5,6.3,0.0,0.5,EXCELLENT,diggisk01w,2025-06-17T11:02:52.991127,-0.7999999999999998,0.7999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,6.6,12.4
Kelsey Mitchell,3-PT Made,2.5,1.7,0.0,0.5,EXCELLENT,mitchke01w,2025-06-17T11:02:51.552977,0.8,0.8,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,STRONG_TARGET_LUTEAL,1.05,0.75,1.8,0.0
Sonia Citron,3-PT Made,0.5,1.3,0.0,0.5,EXCELLENT,citroso01w,2025-06-17T11:02:52.809312,-0.8,0.8,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.033,0.5,1.3,3.0
Azura Stevens,3-PT Made,0.5,1.3,0.0,0.5,EXCELLENT,steveaz01w,2025-06-17T11:02:52.927853,-0.8,0.8,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,FADE_EARLY_MENSTRUAL,0.95,0.6,1.2,0.0
Rhyne Howard,Pts+Rebs,23.0,23.8,0.0,0.5,EXCELLENT,howarrh01w,2025-06-17T11:02:51.658461,-0.8000000000000007,0.8000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,25.0,23.8
Rhyne Howard,Points,17.5,18.3,0.0,0.5,EXCELLENT,howarrh01w,2025-06-17T11:02:51.687842,-0.8000000000000007,0.8000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,19.2,21.9
Brionna Jones,Pts+Rebs,20.5,21.3,0.0,0.5,EXCELLENT,jonesbr01w,2025-06-17T11:02:51.827586,-0.8000000000000007,0.8000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.02,0.5,21.7,21.9
Napheesa Collier,Rebs+Asts,13.5,12.7,0.0,0.5,EXCELLENT,collina01w,2025-06-17T11:02:52.049256,0.8000000000000007,0.8000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,menstrual,NEUTRAL,0.95,0.5,12.1,9.4
Alanna Smith,Pts+Rebs+Asts,18.0,17.2,0.0,0.5,EXCELLENT,smithal01w,2025-06-17T11:02:52.359364,0.8000000000000007,0.8000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,FADE_LUTEAL,1.0,TARGET_LUTEAL,luteal,TARGET_LUTEAL,1.05,0.65,18.1,16.3
Arike Ogunbowale,Pts+Asts,21.5,22.3,0.0,0.5,EXCELLENT,ogunbar01w,2025-06-17T11:02:52.418013,-0.8000000000000007,0.8000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,follicular,NEUTRAL,1.016,0.5,22.7,24.4
Paige Bueckers,Points,16.5,17.38,0.0,0.5,EXCELLENT,bueckpa01w,2025-06-17T11:02:52.420219,-0.879999999999999,0.879999999999999,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL,luteal,TARGET_LUTEAL,1.05,0.65,18.2,16.4
