player,date,team,opponent,points,assists,rebounds,fantasy_points,minutes,trend_phase,games_in_trend,dip_type,fantasy_points_roll_3,fantasy_points_pct_drop,cycle_performance_score,days_in_cycle,percent_drop_from_avg
Mikiah Herbert Harrigan,2024-06-22,PHO,MIN,3,0,0,6.0,8.216666666666667,Stable,1,none,9.333333333333334,-0.29745889387145,-0.5134529147982063,11,-29.7
Breanna Stewart,2024-06-22,NYL,LAS,33,7,3,64.0,36.766666666666666,Peak,1,none,51.0,-0.288563829787234,0.19592198581560283,11,-28.9
Monique Billings,2024-06-22,DAL,WAS,2,2,4,10.0,14.333333333333334,Stable,2,none,21.333333333333332,-0.24304461942257216,0.3692913385826772,7,-24.3
Sika Koné,2024-06-22,MIN,PHO,0,0,0,0.0,1.1833333333333331,Trough,1,unknown,2.3333333333333335,0.6752577319587628,0.0,0,67.5
Julie Vanloo,2024-06-22,WAS,DAL,3,6,0,12.0,24.683333333333334,Stable,1,none,17.0,-0.05590062111801233,-0.23395445134575574,11,-5.6
Stephanie Soares,2024-06-22,DAL,WAS,0,0,3,5.0,7.566666666666666,Stable,1,none,3.3333333333333335,0.2880258899676375,0.0,0,28.8
Myisha Hines-Allen,2024-06-22,WAS,DAL,3,2,3,9.0,13.766666666666667,Trough,2,cycle,9.0,0.47058823529411764,-0.5490196078431372,11,47.1
Arike Ogunbowale,2024-06-22,DAL,WAS,6,4,7,19.0,33.63333333333333,Trough,1,unknown,29.333333333333332,0.2613209631102275,0.07024519549370448,10,26.1
Ariel Atkins,2024-06-22,WAS,DAL,7,3,7,19.0,25.0,Stable,1,none,30.666666666666668,-0.12848819380558113,-0.3866911990187059,11,-12.8
Bridget Carleton,2024-06-22,MIN,PHO,4,0,3,11.0,32.96666666666667,Stable,1,none,21.666666666666668,-0.05624999999999997,-0.008750000000000141,11,-5.6
Karlie Samuelson,2024-06-22,WAS,DAL,17,3,4,29.0,29.966666666666665,Peak,2,none,26.333333333333332,-0.577823691460055,0.038567493112947555,11,-57.8
Sevgi Uzun,2024-06-22,DAL,WAS,5,5,4,19.0,28.383333333333333,Peak,3,none,24.666666666666668,-1.0771929824561404,0.43157894736842106,10,-107.7
Stefanie Dolson,2024-06-22,WAS,DAL,16,1,10,29.0,26.183333333333334,Peak,1,none,26.666666666666668,-0.27450980392156865,0.2107843137254901,11,-27.5
Courtney Williams,2024-06-22,MIN,PHO,12,4,9,25.0,24.133333333333333,Trough,1,unknown,20.0,0.18283963227783456,-0.08750425604358199,11,18.3
Olivia Époupa,2024-06-22,MIN,PHO,0,0,1,1.0,4.616666666666667,Recovery,1,none,4.0,0.21839080459770108,0.0,0,21.8
Rickea Jackson,2024-06-22,LAS,NYL,7,0,1,10.0,16.183333333333334,Trough,2,cycle,13.0,0.4050343249427918,-0.26773455377574373,10,40.5
Natasha Cloud,2024-06-22,PHO,MIN,14,5,2,28.0,33.6,Recovery,1,none,22.0,0.20607787274453937,0.06457739791073129,11,20.6
Natisha Hiedeman,2024-06-22,MIN,PHO,2,2,3,11.0,11.25,Peak,1,none,15.666666666666666,-0.39259259259259255,0.3333333333333333,11,-39.3
Dorka Juhász,2024-06-22,MIN,PHO,7,2,3,14.0,17.25,Peak,3,none,19.333333333333332,-0.6683587140439932,0.2944162436548224,0,-66.8
Lou Lopez Sénéchal,2024-06-22,DAL,WAS,2,1,1,4.0,17.983333333333334,Stable,2,none,5.0,-1.4545454545454544,0.0,0,-145.5
DiDi Richards,2024-06-22,WAS,DAL,6,2,1,11.0,15.0,Stable,1,none,4.666666666666667,0.06666666666666661,0.0,0,6.7
Liz Dixon,2024-06-22,PHO,MIN,0,0,2,2.0,3.15,Trough,1,unknown,1.6666666666666667,0.7,0.0,0,70.0
Ivana Dojkić,2024-06-22,NYL,LAS,0,4,0,6.0,25.266666666666666,Stable,1,none,10.333333333333334,-0.6282828282828284,0.0,0,-62.8
Kia Nurse,2024-06-22,LAS,NYL,12,1,0,15.0,25.2,Stable,1,none,12.0,0.06432748538011691,0.48148148148148157,10,6.4
Layshia Clarendon,2024-06-22,LAS,NYL,3,2,0,8.0,14.833333333333334,Stable,1,none,9.666666666666666,0.08558558558558561,0.0,0,8.6
Natasha Howard,2024-06-22,DAL,WAS,19,2,6,31.0,22.766666666666666,Stable,3,none,32.333333333333336,-0.021052631578947406,0.0,0,-2.1
Natasha Mack,2024-06-22,PHO,MIN,1,0,4,11.0,12.066666666666666,Recovery,1,none,7.666666666666667,0.4362745098039215,-0.08088235294117645,11,43.6
Rae Burrell,2024-06-22,LAS,NYL,9,2,1,17.0,21.83333333333333,Ascending,1,none,13.0,-0.10829493087557603,0.27880184331797236,10,-10.8
Rebecca Allen,2024-06-22,PHO,MIN,11,2,6,26.0,28.05,Peak,1,none,24.333333333333332,-0.4267100977198695,0.0,0,-42.7
Jacy Sheldon,2024-06-22,DAL,WAS,16,3,5,32.0,36.48333333333333,Peak,2,none,23.666666666666668,-0.9009370816599734,0.6867469879518073,10,-90.1
Napheesa Collier,2024-06-22,MIN,PHO,23,2,14,43.0,36.91666666666666,Descending,1,unknown,36.333333333333336,0.11509073543457499,0.02292263610315178,11,11.5
Alissa Pili,2024-06-22,MIN,PHO,0,0,0,0.0,3.083333333333333,Stable,1,none,1.3333333333333333,0.7283950617283951,0.0,0,72.8
Kennedy Burke,2024-06-22,NYL,LAS,0,1,1,6.0,10.183333333333334,Recovery,1,none,4.333333333333333,0.46362649294245395,-0.4223669923995657,11,46.4
Zia Cooke,2024-06-22,LAS,NYL,14,0,1,18.0,16.783333333333335,Peak,2,none,13.666666666666666,-1.2909441233140653,2.0173410404624277,10,-129.1
Teaira McCowan,2024-06-22,DAL,WAS,6,1,2,9.0,14.25,Trough,2,cycle,12.333333333333334,0.5041237113402062,-0.27628865979381445,10,50.4
Alanna Smith,2024-06-22,MIN,PHO,14,5,3,29.0,22.433333333333334,Stable,2,none,27.0,-0.04776119402985071,-0.1074626865671642,11,-4.8
Dearica Hamby,2024-06-22,LAS,NYL,20,5,6,38.0,31.5,Recovery,1,none,25.0,0.2753623188405797,-0.14492753623188406,10,27.5
Sabrina Ionescu,2024-06-22,NYL,LAS,24,9,6,43.0,34.96666666666667,Peak,2,none,46.333333333333336,-0.3502044989775051,-0.03834355828220864,11,-35.0
Diana Taurasi,2024-06-22,PHO,MIN,7,4,2,15.0,24.216666666666665,Stable,2,none,27.666666666666668,-0.05174234424498414,0.06441393875395982,11,-5.2
Emily Engstler,2024-06-22,WAS,DAL,23,3,9,42.0,25.05,Peak,1,none,22.333333333333332,-0.47353951890034357,0.09965635738831623,6,-47.4
Kayla Thornton,2024-06-22,NYL,LAS,20,0,6,34.0,27.48333333333333,Peak,1,none,22.333333333333332,-0.8926553672316382,0.5536723163841806,11,-89.3
Li Yueru,2024-06-22,LAS,NYL,8,1,3,12.0,15.45,Stable,1,none,14.333333333333334,-0.35827098919368255,0.23192019950124693,10,-35.8
Haley Jones,2024-06-21,ATL,IND,12,5,3,28.0,31.3,Peak,2,none,20.666666666666668,-1.1583986074847696,-0.025239338555265313,9,-115.8
Tiffany Hayes,2024-06-21,LVA,CON,4,2,0,6.0,20.5,Trough,1,cycle,12.333333333333334,0.2921739130434783,-0.42608695652173917,16,29.2
Crystal Dangerfield,2024-06-21,ATL,IND,0,1,2,3.0,11.3,Trough,3,cycle,2.0,0.7391304347826088,-0.6086956521739131,9,73.9
Kristy Wallace,2024-06-21,IND,ATL,7,2,0,10.0,15.716666666666669,Descending,1,unknown,9.666666666666666,0.10557532621589573,0.0,0,10.6
Grace Berger,2024-06-21,IND,ATL,0,0,0,0.0,1.1666666666666667,Stable,2,none,6.666666666666667,-0.12820512820512825,0.0,0,-12.8
Nia Coffey,2024-06-21,ATL,IND,0,3,0,3.0,24.6,Stable,1,none,12.333333333333334,-0.3515981735159818,-0.817351598173516,9,-35.2
Rachel Banham,2024-06-21,CON,LVA,3,1,1,8.0,10.0,Peak,2,none,15.0,-0.397984886649874,-0.06801007556675064,10,-39.8
Aliyah Boston,2024-06-21,IND,ATL,10,1,10,29.0,25.85,Stable,1,none,37.666666666666664,-0.23903508771929824,-0.0871710526315789,10,-23.9
Kelsey Plum,2024-06-21,LVA,CON,18,4,1,28.0,33.85,Stable,2,none,27.0,0.06727272727272722,-0.032727272727272674,10,6.7
Kate Martin,2024-06-21,LVA,CON,2,0,1,3.0,7.75,Recovery,1,none,5.0,0.23766816143497754,-0.5426008968609866,6,23.8
Lorela Cubaj,2024-06-21,ATL,IND,0,0,1,1.0,7.783333333333333,Trough,1,cycle,3.3333333333333335,0.15915915915915915,0.6396396396396395,26,15.9
DeWanna Bonner,2024-06-21,CON,LVA,6,1,5,15.0,31.33333333333333,Descending,1,unknown,24.333333333333332,0.13481481481481486,-0.016296296296296253,10,13.5
A'ja Wilson,2024-06-21,LVA,CON,26,1,16,51.0,34.25,Descending,1,cycle,45.666666666666664,0.09192394906680627,-0.10518053375196235,10,9.2
Naz Hillmon,2024-06-21,ATL,IND,7,1,9,17.0,26.28333333333333,Stable,1,none,13.0,0.059674502712477345,0.4948764315852925,9,6.0
Tiffany Mitchell,2024-06-21,CON,LVA,2,0,0,2.0,22.716666666666665,Trough,1,fatigue,6.333333333333333,0.25490196078431376,0.0,0,25.5
Erica Wheeler,2024-06-21,IND,ATL,4,5,2,15.0,24.05,Peak,1,none,11.333333333333334,-0.3769470404984426,-0.028037383177569996,10,-37.7
Olivia Nelson-Ododa,2024-06-21,CON,LVA,2,0,1,3.0,3.733333333333333,Trough,1,cycle,4.666666666666667,0.41666666666666663,-0.16666666666666663,10,41.7
Megan Gustafson,2024-06-21,LVA,CON,5,1,6,12.0,11.416666666666666,Recovery,1,none,4.333333333333333,0.4139976275207592,0.08185053380782922,10,41.4
Tina Charles,2024-06-21,ATL,IND,24,2,7,33.0,32.45,Ascending,1,none,32.0,-0.06940874035989716,-0.14224507283633245,9,-6.9
Veronica Burton,2024-06-21,CON,LVA,2,2,1,5.0,3.733333333333333,Recovery,1,none,3.6666666666666665,0.5507246376811595,0.5111989459815546,13,55.1
Lexie Hull,2024-06-21,IND,ATL,5,1,2,11.0,11.416666666666666,Recovery,1,none,7.0,0.4123456790123457,-0.16049382716049385,8,41.2
Astou Ndour-Fall,2024-06-21,CON,LVA,7,0,2,10.0,3.4166666666666665,Peak,1,none,4.333333333333333,-0.7023809523809523,0.0,0,-70.2
Brionna Jones,2024-06-21,CON,LVA,18,1,7,30.0,28.2,Ascending,1,none,26.0,-0.07216494845360824,0.1958762886597938,10,-7.2
Jackie Young,2024-06-21,LVA,CON,8,5,4,17.0,30.916666666666668,Descending,1,cycle,27.0,0.0926430517711172,-0.3278837420526794,10,9.3
Alysha Clark,2024-06-21,LVA,CON,11,0,2,18.0,15.483333333333333,Stable,1,none,20.333333333333332,-0.3785310734463276,-0.11864406779661017,10,-37.9
Cheyenne Parker-Tyus,2024-06-21,ATL,IND,5,1,3,14.0,9.85,Trough,1,unknown,12.0,0.3362831858407079,0.0,0,33.6
NaLyssa Smith,2024-06-21,IND,ATL,21,2,9,37.0,32.61666666666667,Peak,1,none,29.666666666666668,-0.3185185185185186,-0.03333333333333333,10,-31.9
Tyasha Harris,2024-06-21,CON,LVA,9,2,3,21.0,32.88333333333333,Stable,1,none,19.333333333333332,0.010498687664042139,0.04068241469816258,10,1.0
Chelsea Gray,2024-06-21,LVA,CON,4,1,2,9.0,17.216666666666665,Stable,2,none,12.5,0.41406249999999994,0.0,0,41.4
DiJonai Carrington,2024-06-21,CON,LVA,19,0,6,31.0,31.9,Ascending,1,none,25.333333333333332,-0.05668449197860957,0.14705882352941177,10,-5.7
Alyssa Thomas,2024-06-21,CON,LVA,6,7,3,16.0,32.083333333333336,Trough,1,cycle,26.0,0.15925626515763947,-0.17003503098895176,10,15.9
Aerial Powers,2024-06-21,ATL,IND,10,2,1,18.0,19.73333333333333,Peak,2,none,19.333333333333332,-0.17380952380952386,0.0,0,-17.4
Sydney Colson,2024-06-21,LVA,CON,0,0,0,0.0,3.4166666666666665,Trough,1,cycle,2.3333333333333335,0.5842911877394636,-0.9109195402298851,10,58.4
Allisha Gray,2024-06-21,ATL,IND,19,3,4,30.0,34.1,Ascending,1,none,30.666666666666668,-0.10014947683109122,0.24364723467862473,9,-10.0
Laeticia Amihere,2024-06-21,ATL,IND,2,0,0,4.0,2.6,Recovery,1,none,1.6666666666666667,0.519774011299435,0.0,0,52.0
Caitlin Clark,2024-06-21,IND,ATL,16,7,4,33.0,34.95,Stable,2,none,42.0,-0.04024767801857585,-0.0030959752321981426,10,-4.0
Celeste Taylor,2024-06-21,IND,ATL,0,0,1,1.0,1.1666666666666667,Recovery,2,none,2.0,0.7411764705882353,0.0,0,74.1
Kelsey Mitchell,2024-06-21,IND,ATL,18,3,4,30.0,31.53333333333333,Stable,1,none,28.666666666666668,-0.029323758228605615,0.14003590664272886,10,-2.9
Katie Lou Samuelson,2024-06-21,IND,ATL,10,3,3,19.0,20.366666666666667,Peak,1,none,14.666666666666666,-0.4666666666666666,0.1333333333333334,10,-46.7
Kiah Stokes,2024-06-21,LVA,CON,7,2,10,23.0,21.78333333333333,Peak,1,none,17.333333333333332,-0.7604166666666664,0.7773437499999999,10,-76.0
Lindsay Allen,2024-06-20,CHI,DAL,2,4,0,8.0,14.183333333333334,Recovery,1,none,11.333333333333334,0.23552557616638553,-0.2580101180438448,8,23.6
Jacy Sheldon,2024-06-20,DAL,CHI,9,3,3,20.0,33.68333333333333,Peak,1,none,18.0,-0.4457831325301206,0.004016064257028169,8,-44.6
Arike Ogunbowale,2024-06-20,DAL,CHI,31,0,3,47.0,38.18333333333333,Stable,3,none,38.333333333333336,0.03468080406450179,-0.14380384360503642,8,3.5
Sabrina Ionescu,2024-06-20,NYL,LAS,31,9,2,52.0,37.833333333333336,Peak,1,none,43.333333333333336,-0.26278118609406953,0.17292944785276068,9,-26.3
Leonie Fiebich,2024-06-20,NYL,LAS,3,5,9,22.0,25.0,Stable,3,none,15.666666666666666,-0.039248203427307914,-0.07131011608623544,9,-3.9
Zia Cooke,2024-06-20,LAS,NYL,13,1,2,21.0,17.45,Peak,1,none,8.0,-0.3410404624277456,1.346820809248555,8,-34.1
Kayla Thornton,2024-06-20,NYL,LAS,6,0,4,10.0,28.5,Stable,1,none,13.0,-0.10169491525423723,-0.06779661016949158,9,-10.2
Dearica Hamby,2024-06-20,LAS,NYL,9,1,11,21.0,31.48333333333333,Trough,2,cycle,20.333333333333332,0.41062801932367154,-0.15942028985507245,8,41.1
Breanna Stewart,2024-06-20,NYL,LAS,17,5,5,36.0,35.016666666666666,Stable,2,none,41.0,-0.03590425531914888,-0.12832446808510642,9,-3.6
Lexie Brown,2024-06-20,LAS,NYL,0,1,0,5.0,6.566666666666666,Trough,2,unknown,8.666666666666666,0.5011990407673861,0.0,0,50.1
Kennedy Burke,2024-06-20,NYL,LAS,0,0,1,1.0,10.266666666666667,Trough,1,cycle,4.0,0.504885993485342,0.2996742671009771,9,50.5
Teaira McCowan,2024-06-20,DAL,CHI,7,2,5,16.0,25.73333333333333,Trough,1,cycle,20.0,0.19587628865979384,-0.27628865979381445,8,19.6
Stephanie Soares,2024-06-20,DAL,CHI,0,0,3,3.0,5.133333333333334,Recovery,3,none,3.3333333333333335,0.2880258899676375,0.0,0,28.8
Diamond DeShields,2024-06-20,CHI,DAL,0,1,2,3.0,13.1,Trough,2,unknown,3.0,0.6767676767676768,-0.08417508417508418,8,67.7
Chennedy Carter,2024-06-20,CHI,DAL,19,1,2,24.0,26.9,Stable,1,none,25.0,0.07199100112485933,-0.10911136107986497,8,7.2
Aari McDonald,2024-06-20,LAS,NYL,15,3,3,24.0,28.58333333333333,Stable,1,none,26.0,-0.4663774403470716,0.0,0,-46.6
Brianna Turner,2024-06-20,CHI,DAL,0,0,0,0.0,5.4,Trough,4,unknown,0.0,1.0,0.0,0,100.0
Monique Billings,2024-06-20,DAL,CHI,4,1,9,18.0,30.5,Stable,1,none,22.333333333333332,-0.3013123359580052,0.048818897637795323,5,-30.1
Kamilla Cardoso,2024-06-20,CHI,DAL,9,0,11,26.0,30.616666666666667,Stable,2,none,22.666666666666668,0.029004908522980762,0.006693440428380187,19,2.9
Isabelle Harrison,2024-06-20,CHI,DAL,4,2,1,7.0,14.933333333333334,Trough,1,cycle,9.666666666666666,0.25799573560767597,-0.3859275053304904,23,25.8
Morgan Bertsch,2024-06-20,DAL,CHI,0,0,3,3.0,9.466666666666669,Trough,1,unknown,1.6666666666666667,0.6099290780141843,0.0,0,61.0
Natasha Howard,2024-06-20,DAL,CHI,13,4,3,27.0,20.166666666666668,Stable,2,none,33.0,-0.0421052631578947,0.0,0,-4.2
Ivana Dojkić,2024-06-20,NYL,LAS,12,2,2,19.0,25.383333333333333,Peak,1,none,10.666666666666666,-0.6808080808080808,0.0,0,-68.1
Rickea Jackson,2024-06-20,LAS,NYL,6,1,1,8.0,21.35,Trough,1,cycle,17.666666666666668,0.19145690312738367,-0.4736842105263158,8,19.1
Marquesha Davis,2024-06-20,NYL,LAS,2,0,0,2.0,4.666666666666667,Recovery,1,none,1.0,0.5918367346938775,0.0,0,59.2
Sevgi Uzun,2024-06-20,DAL,CHI,8,6,5,21.0,32.56666666666667,Peak,2,none,19.333333333333332,-0.6280701754385964,0.5157894736842106,8,-62.8
Li Yueru,2024-06-20,LAS,NYL,3,2,2,10.0,16.566666666666666,Peak,1,none,15.333333333333334,-0.4530340814630092,-0.19451371571072318,8,-45.3
Angel Reese,2024-06-20,CHI,DAL,16,3,18,41.0,29.05,Ascending,1,none,34.666666666666664,-0.07739183424740995,0.02559414990859223,8,-7.7
Layshia Clarendon,2024-06-20,LAS,NYL,7,3,0,13.0,11.416666666666666,Recovery,1,none,7.333333333333333,0.30630630630630634,0.0,0,30.6
Stephanie Talbot,2024-06-20,LAS,NYL,9,1,11,22.0,30.566666666666663,Peak,1,none,16.666666666666668,-0.5691263782866838,1.0712468193384226,8,-56.9
Rae Burrell,2024-06-20,LAS,NYL,11,4,4,22.0,22.48333333333333,Recovery,1,none,8.666666666666666,0.26113671274961603,0.8329493087557603,8,26.1
Michaela Onyenwere,2024-06-20,CHI,DAL,2,0,0,2.0,10.6,Recovery,1,none,5.0,0.5833333333333334,0.02777777777777783,8,58.3
Marina Mabrey,2024-06-20,CHI,DAL,19,4,1,29.0,29.4,Descending,1,cycle,26.333333333333332,0.07113462669018233,0.16402116402116396,8,7.1
Dana Evans,2024-06-20,CHI,DAL,12,4,4,24.0,25.816666666666663,Peak,1,none,22.0,-0.653179190751445,0.653179190751445,8,-65.3
Lou Lopez Sénéchal,2024-06-20,DAL,CHI,0,0,1,1.0,4.566666666666666,Stable,1,none,5.333333333333333,-1.6181818181818177,0.0,0,-161.8
Jonquel Jones,2024-06-20,NYL,LAS,22,8,7,43.0,33.333333333333336,Stable,2,none,43.0,-0.34375,-0.1484375,9,-34.4
Kia Nurse,2024-06-20,LAS,NYL,7,1,0,11.0,13.533333333333331,Trough,1,unknown,9.666666666666666,0.24626380766731645,-0.025341130604288446,8,24.6
Emily Engstler,2024-06-19,WAS,IND,7,2,4,17.0,16.983333333333334,Recovery,4,none,12.0,0.20824742268041238,0.2865979381443299,3,20.8
Dorka Juhász,2024-06-19,MIN,ATL,10,1,11,22.0,22.65,Peak,2,none,17.333333333333332,-0.4957698815566835,0.6395939086294417,25,-49.6
Nneka Ogwumike,2024-06-19,SEA,LVA,21,2,4,36.0,32.333333333333336,Stable,7,none,32.0,0.007544006705783703,0.03380832634814205,8,0.8
Nika Mühl,2024-06-19,SEA,LVA,0,0,0,0.0,0.8833333333333333,Stable,1,none,0.3333333333333333,0.7681159420289856,0.0,0,76.8
A'ja Wilson,2024-06-19,LVA,SEA,27,3,9,51.0,32.45,Stable,1,none,47.333333333333336,0.0587824873539159,0.014128728414442678,8,5.9
Jade Melbourne,2024-06-19,WAS,IND,2,2,2,8.0,12.45,Trough,1,unknown,7.0,0.3375959079283888,0.08823529411764697,3,33.8
Nia Coffey,2024-06-19,ATL,MIN,11,3,8,33.0,25.98333333333333,Peak,3,none,16.333333333333332,-0.7899543378995433,1.4657534246575343,7,-79.0
Courtney Williams,2024-06-19,MIN,ATL,7,6,1,16.0,26.5,Stable,1,none,26.666666666666668,-0.08954715696288729,-0.24412665985699697,8,-9.0
Napheesa Collier,2024-06-19,MIN,ATL,16,4,8,32.0,30.05,Stable,2,none,41.333333333333336,-0.006685768863419269,-0.22063037249283673,8,-0.7
Sami Whitcomb,2024-06-19,SEA,LVA,3,0,1,5.0,13.05,Trough,1,cycle,9.666666666666666,0.16486681065514758,-0.19366450683945274,8,16.5
Mercedes Russell,2024-06-19,SEA,LVA,0,0,0,0.0,4.25,Trough,1,cycle,5.333333333333333,0.431316042267051,-0.7867435158501441,8,43.1
NaLyssa Smith,2024-06-19,IND,WAS,11,2,7,24.0,30.633333333333333,Stable,1,none,23.333333333333332,-0.037037037037036986,0.18888888888888888,8,-3.7
Chelsea Gray,2024-06-19,LVA,SEA,1,7,4,16.0,15.5,Stable,1,none,16.0,0.24999999999999994,0.0,0,25.0
Cecilia Zandalasini,2024-06-19,MIN,ATL,5,0,1,7.0,13.5,Recovery,2,none,5.333333333333333,0.39221272554605896,-0.43019943019943024,8,39.2
Jewell Loyd,2024-06-19,SEA,LVA,1,4,2,7.0,34.5,Trough,1,cycle,22.0,0.32671629445822997,-0.1634960022056797,8,32.7
Cheyenne Parker-Tyus,2024-06-19,ATL,MIN,2,0,7,9.0,13.133333333333333,Ascending,1,none,19.0,-0.05088495575221249,0.0,0,-5.1
Myisha Hines-Allen,2024-06-19,WAS,IND,2,2,3,7.0,11.2,Trough,1,cycle,12.666666666666666,0.25490196078431376,-0.5882352941176471,8,25.5
Jackie Young,2024-06-19,LVA,SEA,32,2,4,44.0,34.8,Peak,1,none,39.666666666666664,-0.33303057826218574,-0.042234332425068154,8,-33.3
Rhyne Howard,2024-06-19,ATL,MIN,6,1,5,14.0,24.216666666666665,Trough,1,cycle,27.333333333333332,0.15463917525773205,-0.3505154639175258,7,15.5
Caitlin Clark,2024-06-19,IND,WAS,18,6,12,46.0,36.61666666666667,Stable,1,none,38.333333333333336,0.05056759545923627,0.015479876160990712,8,5.1
Shatori Walker-Kimbrough,2024-06-19,WAS,IND,3,1,4,10.0,17.583333333333332,Recovery,2,none,11.333333333333334,0.24191750278706792,-0.33110367892976583,8,24.2
Skylar Diggins,2024-06-19,SEA,LVA,10,6,2,24.0,31.566666666666663,Stable,1,none,31.333333333333332,-0.03239978034047218,-0.13234486545853935,8,-3.2
Kristy Wallace,2024-06-19,IND,WAS,4,3,1,12.0,18.23333333333333,Peak,1,none,12.666666666666666,-0.17200474495848148,0.0,0,-17.2
Haley Jones,2024-06-19,ATL,MIN,11,2,6,22.0,25.366666666666667,Peak,1,none,16.666666666666668,-0.7406440382941691,0.40992167101827687,7,-74.1
Crystal Dangerfield,2024-06-19,ATL,MIN,0,2,1,3.0,17.266666666666666,Trough,2,cycle,3.0,0.6086956521739131,-0.7391304347826088,7,60.9
Aaliyah Edwards,2024-06-19,WAS,IND,4,1,4,9.0,20.366666666666667,Stable,1,none,18.0,-0.018302828618968422,0.24459234608985028,8,-1.8
Jordan Horston,2024-06-19,SEA,LVA,18,3,6,32.0,26.8,Peak,1,none,26.0,-0.5179640718562875,0.32335329341317376,8,-51.8
Natisha Hiedeman,2024-06-19,MIN,ATL,4,3,1,12.0,16.216666666666665,Stable,1,none,13.333333333333334,-0.18518518518518523,0.9111111111111111,8,-18.5
Ezi Magbegor,2024-06-19,SEA,LVA,19,2,13,36.0,34.416666666666664,Peak,1,none,34.333333333333336,-0.1984276729559749,0.17515723270440242,8,-19.8
Joyner Holmes,2024-06-19,SEA,LVA,6,4,3,17.0,9.0,Peak,1,none,9.333333333333334,-0.37704918032786894,0.0,0,-37.7
Naz Hillmon,2024-06-19,ATL,MIN,2,2,0,8.0,10.716666666666669,Recovery,1,none,10.0,0.2766726943942133,-0.34900542495479203,7,27.7
Bridget Carleton,2024-06-19,MIN,ATL,14,1,8,29.0,30.33333333333333,Peak,2,none,28.0,-0.3649999999999999,0.2187499999999999,8,-36.5
Erica Wheeler,2024-06-19,IND,WAS,9,4,3,17.0,18.7,Stable,3,none,9.666666666666666,-0.17445482866043618,-0.028037383177569996,8,-17.4
Olivia Époupa,2024-06-19,MIN,ATL,0,2,1,7.0,7.183333333333334,Trough,1,unknown,3.6666666666666665,0.28352490421455934,0.0,0,28.4
Victoria Vivians,2024-06-19,SEA,LVA,5,0,1,7.0,13.2,Descending,1,unknown,6.666666666666667,0.13580246913580243,-0.027777777777777794,8,13.6
Kiah Stokes,2024-06-19,LVA,SEA,3,1,4,11.0,21.383333333333333,Stable,1,none,11.0,-0.11718749999999994,0.06640624999999994,8,-11.7
Julie Vanloo,2024-06-19,WAS,IND,6,8,3,21.0,21.58333333333333,Peak,1,none,19.333333333333332,-0.2008281573498963,0.14906832298136635,8,-20.1
Ariel Atkins,2024-06-19,WAS,IND,27,2,1,36.0,35.06666666666667,Peak,3,none,36.333333333333336,-0.33701318613922115,-0.13523459061637536,8,-33.7
Karlie Samuelson,2024-06-19,WAS,IND,16,5,3,31.0,33.333333333333336,Peak,1,none,22.0,-0.3181818181818181,0.3481404958677686,8,-31.8
Aliyah Boston,2024-06-19,IND,WAS,22,2,8,37.0,36.61666666666667,Peak,2,none,42.666666666666664,-0.40350877192982454,-0.05427631578947364,8,-40.4
Tiffany Hayes,2024-06-19,LVA,SEA,10,1,5,21.0,24.08333333333333,Recovery,1,none,14.0,0.19652173913043486,0.29130434782608683,14,19.7
Lorela Cubaj,2024-06-19,ATL,MIN,2,2,1,7.0,12.616666666666667,Stable,1,none,4.0,-0.009009009009008976,0.7657657657657657,24,-0.9
Megan Gustafson,2024-06-19,LVA,SEA,0,0,0,0.0,3.4833333333333334,Trough,1,cycle,0.6666666666666666,0.9098457888493475,-0.8647686832740213,8,91.0
Kelsey Mitchell,2024-06-19,IND,WAS,22,1,3,30.0,38.16666666666666,Ascending,1,none,30.333333333333332,-0.08916816277678027,-0.04847396768402159,8,-8.9
Kate Martin,2024-06-19,LVA,SEA,0,0,0,0.0,10.25,Trough,1,cycle,4.0,0.390134529147982,-1.0,4,39.0
Tina Charles,2024-06-19,ATL,MIN,14,0,10,28.0,32.35,Recovery,1,none,23.666666666666668,0.20908311910882602,-0.2647814910025707,7,20.9
Lexie Hull,2024-06-19,IND,WAS,2,0,0,2.0,8.3,Trough,1,unknown,6.666666666666667,0.4403292181069959,-0.07654320987654323,6,44.0
Alissa Pili,2024-06-19,MIN,ATL,0,0,1,1.0,5.6,Trough,2,unknown,1.3333333333333333,0.7283950617283951,0.0,0,72.8
Alanna Smith,2024-06-19,MIN,ATL,4,1,9,16.0,21.7,Stable,1,none,27.333333333333332,-0.06069651741293525,0.04776119402985071,8,-6.1
Allisha Gray,2024-06-19,ATL,MIN,7,4,8,23.0,38.35,Stable,2,none,27.666666666666668,0.0074738415545590004,-0.3004484304932735,7,0.7
Alysha Clark,2024-06-19,LVA,SEA,10,3,2,19.0,21.8,Peak,2,none,20.333333333333332,-0.3785310734463276,0.5254237288135594,8,-37.9
Kelsey Plum,2024-06-19,LVA,SEA,11,8,1,24.0,34.483333333333334,Stable,1,none,26.333333333333332,0.0903030303030303,-0.32636363636363636,8,9.0
Stefanie Dolson,2024-06-19,WAS,IND,14,3,7,30.0,31.45,Ascending,1,none,23.666666666666668,-0.1311274509803922,0.09926470588235292,8,-13.1
Sydney Colson,2024-06-19,LVA,SEA,0,0,0,0.0,0.8833333333333333,Stable,1,none,7.333333333333333,-0.3065134099616857,-0.19827586206896555,8,-30.7
